PerimeterDimA,,DimB,Roundness,AspectRatio,Area,MeanH,MeanS,MeanV,SeedType
0.688446479,0.475791431,1.136502017,0.666188116,-1.331741934,0.666188116,-1.136937863,1.95984471,-0.325198395,WhitePure
0.063220159,-0.024314691,0.152196119,0.049764573,-0.424268768,0.049764573,0.601730408,0.31247323,0.849522184,WhitePure
-0.415506474,-0.532662885,-0.148202174,-0.492502754,-0.75211821,-0.492502754,0.31567654,0.365442103,0.691947677,WhitePure
1.403626277,1.754903991,1.053390998,1.356476049,0.772496325,1.356476049,0.865022364,-0.205732,0.455961426,WhitePure
1.257378165,1.246555796,1.053390998,1.393340668,-0.01159115,1.393340668,1.200893676,-0.121938198,0.235916567,WhitePure
0.852597441,0.992381699,0.752992705,0.863411764,0.137758845,0.863411764,0.904626004,-0.51164528,0.264703616,WhitePure
0.353275109,0.229859407,0.452594412,0.199848613,-0.560452383,0.199848613,0.431121727,-0.016342884,0.791609251,WhitePure
1.205671672,1.246555796,1.053390998,1.241274113,-0.01159115,1.241274113,0.278014803,0.198931643,-0.172864007,WhitePure
0.478105684,0.484033504,0.452594412,0.361131324,-0.129204271,0.361131324,1.010550636,-0.296568067,0.545887827,WhitePure
-0.176336211,-0.024314691,-0.148202174,-0.297823749,0.206210927,-0.297823749,0.640819588,0.830560292,0.771413831,WhitePure
0.60293628,0.738207602,0.452594412,0.540846343,0.30204384,0.540846343,-0.094280379,1.624903262,-0.018131964,WhitePure
0.176737988,0.229859407,0.152196119,0.11690322,0.029676612,0.11690322,-0.891598958,1.728924944,0.590921955,WhitePure
0.95601048,1.246555796,0.452594412,0.983221777,1.164540063,0.983221777,0.861638416,0.018879352,0.072774796,WhitePure
-0.779071624,-0.532662885,-0.74899876,-0.90608997,0.625479924,-0.90608997,0.610291103,-0.352359563,0.674323604,WhitePure
-0.301166775,-0.278488788,-0.148202174,-0.302431827,-0.272953642,-0.302431827,2.182302802,-1.552384669,1.199739613,WhitePure
-0.197753758,-0.024314691,-0.448600467,-0.320864137,0.910864703,-0.320864137,2.292553572,-0.091692416,1.340852994,WhitePure
-0.021216648,-0.024314691,-0.148202174,-0.044379491,0.206210927,-0.044379491,0.644910054,0.276785923,0.377470716,WhitePure
-0.425997414,-0.278488788,-0.448600467,-0.528227621,0.403513984,-0.528227621,-0.028032052,1.155435999,0.671950608,WhitePure
0.331857583,0.484033504,-0.148202174,0.222889001,1.164540063,0.222889001,0.587039316,1.449778217,0.286005189,WhitePure
-0.425997393,-0.278488788,-0.448600467,-0.519011466,0.403513984,-0.519011466,2.537658148,-1.243176285,1.450280948,WhitePure
0.633225247,0.484033504,0.452594412,0.568494808,-0.129204271,0.568494808,0.671933381,0.007085611,0.574532301,WhitePure
0.529812219,0.484033504,0.452594412,0.494765569,-0.129204271,0.494765569,0.394239752,0.788188293,-0.138733663,WhitePure
0.000200878,0.077805241,0.07459267,-0.187229891,-0.082942826,-0.187229891,2.920226544,-1.162010377,1.437018184,WhitePure
1.433915307,1.500729894,1.053390998,1.586879921,0.380452588,1.586879921,-0.005655361,1.244450721,-0.709639438,WhitePure
1.132547611,1.246555796,0.752992705,1.130680255,0.548471332,1.130680255,0.961426113,-0.127207272,0.540170314,WhitePure
-0.228042757,-0.278488788,0.152196119,-0.339296446,-0.878214149,-0.339296446,1.40991238,-0.650792581,1.055769137,WhitePure
0.456688127,0.229859407,0.452594412,0.522414034,-0.560452383,0.522414034,0.705146198,-0.675520843,0.551155271,WhitePure
-0.404579856,-0.278488788,-0.148202174,-0.505187234,-0.272953642,-0.505187234,0.383067003,1.046552297,0.640523929,WhitePure
1.631869964,1.754903991,1.353789291,1.996998812,0.227044169,1.996998812,0.523124704,0.97182972,-0.108417989,WhitePure
0.051907382,-0.024314691,0.152196119,0.066214368,-0.424268768,0.066214368,1.311525221,0.0182506,1.113450588,WhitePure
0.551229756,0.484033504,0.752992705,0.545454421,-0.683666129,0.545454421,-0.40819011,0.984462351,-0.487643975,WhitePure
1.257378176,1.246555796,1.053390998,1.494718372,-0.01159115,1.494718372,0.164388188,0.122059321,-0.43771407,WhitePure
-0.249460293,-0.278488788,-0.148202174,-0.26095913,-0.272953642,-0.26095913,0.382792343,0.440263461,0.792938805,WhitePure
0.155320452,0.484033504,-0.448600467,-0.044379491,1.925566142,-0.044379491,1.169066706,0.33394244,0.46082841,WhitePure
-0.124629707,-0.024314691,-0.148202174,-0.265567207,0.206210927,-0.265567207,1.685389963,-1.013452708,1.291802224,WhitePure
1.485621831,1.500729894,1.053390998,1.775811095,0.380452588,1.775811095,0.695742344,0.975706786,-0.037033633,WhitePure
1.558745892,1.500729894,1.353789291,1.812675715,-0.147954189,1.812675715,0.940926416,0.912827004,-0.253486469,WhitePure
-0.197753779,-0.024314691,-0.448600467,-0.283999517,0.910864703,-0.283999517,-0.390161019,0.739205424,0.13781729,WhitePure
0.228444503,0.229859407,0.152196119,0.130727452,0.029676612,0.130727452,0.864458728,0.010224508,0.502285022,WhitePure
1.029134551,0.992381699,1.053390998,1.149112565,-0.403634888,1.149112565,0.497271731,-0.117389517,0.145467794,WhitePure
0.280151048,0.229859407,0.152196119,0.310442472,0.029676612,0.310442472,0.348050965,0.483844094,0.47333464,WhitePure
0.301568585,0.484033504,0.152196119,0.232105155,0.483621992,0.232105155,0.831605408,-0.055068606,0.506280516,WhitePure
0.529812219,0.484033504,0.452594412,0.568494808,-0.129204271,0.568494808,0.178517977,0.1627424,-0.880028802,WhitePure
-0.021216648,-0.024314691,-0.148202174,-0.090460265,0.206210927,-0.090460265,0.956193876,0.437594172,0.332295512,WhitePure
1.080841107,0.992381699,1.053390998,1.28274681,-0.403634888,1.28274681,0.398615471,1.249922868,-0.439207316,WhitePure
0.551229724,0.738207602,0.452594412,0.499373647,0.30204384,0.499373647,0.32083535,0.455178884,-0.462819598,WhitePure
0.228444524,0.229859407,0.152196119,0.296618239,0.029676612,0.296618239,0.40061668,0.754731141,-0.031585556,WhitePure
1.30908469,0.992381699,1.353789291,1.554623379,-0.897950905,1.554623379,0.003208753,0.875213188,-1.254778943,WhitePure
-0.031337408,-0.024314691,-0.148202174,-0.13663901,0.206210927,-0.13663901,2.588705902,-1.00182396,1.066504744,WhitePure
1.125680189,0.992381699,0.752992705,1.269964165,0.137758845,1.269964165,1.448239099,0.545874141,0.184053954,WhitePure
1.044080907,0.992381699,1.053390998,1.145035593,-0.403634888,1.145035593,0.892422024,0.317300201,0.093707258,WhitePure
1.519676386,1.754903991,1.053390998,1.6678848,0.772496325,1.6678848,1.221374294,0.441057329,-0.04947741,WhitePure
0.744169484,0.738207602,0.752992705,0.936821308,-0.272953642,0.936821308,0.755065165,-0.001918488,0.338997968,WhitePure
1.592447085,1.500729894,1.654187584,1.815948292,-0.632327068,1.815948292,0.692544644,-0.188049704,-0.060325353,WhitePure
0.37148734,0.484033504,0.152196119,0.339940355,0.483621992,0.339940355,0.109231608,0.852978519,0.585140579,WhitePure
1.189622327,1.257139039,1.284876443,1.357876863,-0.393842248,1.357876863,0.504272327,-0.297628917,-0.510310406,WhitePure
1.219764973,1.500729894,0.752992705,1.32086099,0.95918382,1.32086099,0.152160742,0.600223542,0.08639888,WhitePure
0.092889959,0.229859407,0.152196119,0.164114958,0.029676612,0.164114958,0.527177385,0.485132432,0.69689444,WhitePure
-0.082794086,-0.189123381,0.144285419,-0.21529774,-0.703268355,-0.21529774,1.259410602,-0.042810655,1.264428372,WhitePure
-0.155564796,0.229859407,-0.448600467,-0.252313613,1.418215423,-0.252313613,1.028758882,-0.851781102,0.683218787,WhitePure
-0.001194793,-0.024314691,-0.148202174,0.011424482,0.206210927,0.011424482,0.62655699,-0.049061516,0.802927899,WhitePure
-0.309934768,-0.024314691,-0.448600467,-0.479035836,0.910864703,-0.479035836,2.837540299,0.026668431,1.260255634,WhitePure
1.34399233,1.500729894,1.053390998,1.501313371,0.380452588,1.501313371,0.54243213,0.23548597,-0.437992397,WhitePure
1.168308295,1.246555796,0.752992705,1.0848848,0.548471332,1.0848848,0.758165388,0.107898338,0.048236676,WhitePure
-0.104108118,-0.024314691,-0.148202174,-0.071861232,0.206210927,-0.071861232,0.934475409,0.969772392,1.178749115,WhitePure
0.071575938,-0.024314691,0.152196119,0.02067845,-0.424268768,0.02067845,1.027445134,0.361567219,0.754415188,WhitePure
-0.249649548,-0.278488788,-0.448600467,-0.275448534,0.403513984,-0.275448534,0.240818379,0.846789268,0.810819494,WhitePure
-0.279792153,-0.278488788,-0.148202174,-0.182908852,-0.272953642,-0.182908852,1.626039638,-0.665745388,1.298141819,WhitePure
1.044080917,1.246555796,0.752992705,1.172797498,0.548471332,1.172797498,0.587166603,-0.259384991,-0.398581801,WhitePure
0.941167603,1.246555796,0.752992705,1.052495911,0.548471332,1.052495911,1.108885505,0.565537183,0.246856802,WhitePure
1.292535641,1.500729894,1.053390998,1.422654641,0.380452588,1.422654641,0.701645337,0.657791615,-0.076272797,WhitePure
1.292535662,1.500729894,1.053390998,1.3763848,0.380452588,1.3763848,1.100072959,0.964279722,0.231122429,WhitePure
0.071575927,0.229859407,-0.148202174,0.02067845,0.685375495,0.02067845,2.19022244,-0.427866149,1.267581571,WhitePure
1.168308295,1.500729894,0.752992705,1.214440355,0.95918382,1.214440355,0.818762486,0.62164089,0.347486172,WhitePure
1.095537574,1.246555796,0.752992705,1.251456228,0.548471332,1.251456228,0.257897972,0.057564276,-0.321817628,WhitePure
0.041433302,0.229859407,0.152196119,-0.034845359,0.029676612,-0.034845359,1.458657085,-1.299175863,0.997602164,WhitePure
-0.031337397,-0.024314691,0.152196119,-0.090369169,-0.424268768,-0.090369169,1.349458792,-0.070395784,0.937159419,WhitePure
1.34399233,1.246555796,1.353789291,1.61236099,-0.522952547,1.61236099,0.426057854,1.205043459,-0.158076471,WhitePure
-0.352562884,-0.278488788,-0.448600467,-0.312464407,0.403513984,-0.312464407,0.750650157,-0.317207318,1.070614092,WhitePure
-0.279792153,-0.024314691,-0.448600467,-0.340226312,0.910864703,-0.340226312,-0.132679577,0.823694529,0.45229187,WhitePure
0.795626172,0.738207602,0.752992705,0.922940355,-0.272953642,0.922940355,-0.517552364,0.317223108,-0.237326563,WhitePure
-0.104108128,0.229859407,-0.448600467,-0.173654883,1.418215423,-0.173654883,-0.135720483,0.529568068,-0.446366149,WhitePure
0.619942095,0.484033504,0.752992705,0.719353054,-0.683666129,0.719353054,-0.002914783,0.78661066,0.078807687,WhitePure
-0.776701674,-0.786836983,-0.74899876,-0.691877106,0.086419785,-0.691877106,0.464169523,0.984900227,0.451618064,WhitePure
-0.228335506,-0.278488788,-0.148202174,-0.252313613,-0.272953642,-0.252313613,0.68749354,0.070430174,0.789600001,WhitePure
1.892358498,1.646957982,1.808983229,2.181480038,-0.664093123,2.181480038,0.47918661,0.892929322,-0.607603786,WhitePure
0.144346648,0.229859407,0.152196119,0.205757815,0.029676612,0.205757815,0.123859512,0.814514027,-0.122459154,WhitePure
1.571133053,1.500729894,1.353789291,1.728035594,-0.147954189,1.728035594,-0.186448323,0.729339227,-0.950592449,WhitePure
0.99262425,0.955037447,1.284876443,1.075630831,-0.844041268,1.075630831,-0.34129397,2.244477484,-0.623161551,WhitePure
1.168308305,1.246555796,1.053390998,1.390265752,-0.01159115,1.390265752,0.024268661,0.404813001,-1.458768049,WhitePure
-0.031337429,-0.024314691,0.152196119,-0.062607264,-0.424268768,-0.062607264,0.730690969,-0.249152688,0.017756557,WhitePure
-0.082794076,-0.024314691,0.152196119,-0.11350409,-0.424268768,-0.11350409,-0.662868672,0.204366501,-0.805205832,WhitePure
1.497391733,1.731797255,1.275276101,1.546208676,0.330491992,1.546208676,-1.093203659,0.347502833,-0.652102779,WhiteBroken
0.129361471,0.502939016,-0.209647279,-0.047640516,1.349296307,-0.047640516,-0.180460367,0.349839875,-0.342479238,WhiteBroken
-0.852744533,-1.686423557,0.534625024,-0.935074553,-3.918975941,-0.935074553,-1.791121753,0.550249621,-1.881406644,WhiteBroken
0.108484096,0.053792473,0.157242856,-0.087376368,-0.294921355,-0.087376368,-0.904316902,1.041625839,-0.23114186,WhiteBroken
-0.508575073,-0.480147576,-0.209647279,-0.599527355,-0.525303634,-0.599527355,-0.544356535,0.557914456,0.384530013,WhiteBroken
-0.873621917,-0.971690872,-0.506631955,-0.868848133,-0.856115388,-0.868848133,-0.219742628,-0.386725418,-0.271160278,WhiteBroken
0.696018142,0.994482311,0.087337397,0.504246323,1.546622617,0.504246323,-0.350535318,0.635241972,-0.291821109,WhiteBroken
0.494408355,0.502939016,0.681306749,0.504246323,-0.525303634,0.504246323,-0.175384111,0.427103206,0.208673006,WhiteBroken
0.74642063,0.748710663,0.384322073,0.773567101,0.458861335,0.773567101,-0.248426541,1.233852561,0.137214002,WhiteBroken
-0.357367682,-0.480147576,-0.209647279,-0.480319798,-0.525303634,-0.480319798,-0.404562884,0.146509408,-0.107567135,WhiteBroken
-0.995304195,-1.21746252,-0.803616631,-1.182319857,-0.701047378,-1.182319857,0.161606498,1.351661287,-0.601013384,WhiteBroken
0.85945521,1.240253959,0.384322073,0.702925586,1.302431309,0.702925586,-0.298924615,0.728034748,0.251912911,WhiteBroken
-0.407770139,-0.480147576,-0.209647279,-0.546546219,-0.525303634,-0.546546219,0.060000552,0.247260438,-0.16688974,WhiteBroken
-0.235685394,0.01139572,-0.506631955,-0.334621672,1.128755138,-0.334621672,-0.436783743,1.161316535,0.15925471,WhiteBroken
0.473530992,0.748710663,0.087337397,0.535151986,1.10263842,0.535151986,-0.739676189,1.862698471,0.415107452,WhiteBroken
-0.336490328,-0.234375928,-0.209647279,-0.431753756,-0.056653648,-0.431753756,-1.006536583,0.423649599,-0.853478433,WhiteBroken
0.230166384,0.257167368,0.087337397,0.16428403,0.214670027,0.16428403,-0.736199106,1.199563817,-0.362809163,WhiteBroken
0.402251119,0.502939016,0.087337397,0.287906682,0.658654224,0.287906682,-0.692865135,1.611464028,-0.2579826,WhiteBroken
5.538850367,-0.883046009,9.856387856,3.471189972,-8.138041187,3.471189972,-0.542618493,0.885104318,0.214670181,WhiteBroken
-0.034075566,-0.480147576,0.087337397,0.071567041,-1.117282562,0.071567041,-0.768707493,1.187381934,-0.309632152,WhiteBroken
0.251043728,0.502939016,0.087337397,0.151038746,0.658654224,0.151038746,-0.898404779,1.523699486,-0.476976909,WhiteBroken
0.108484076,0.01139572,0.087337397,0.115717989,-0.229314169,0.115717989,-0.442625359,0.627684107,-0.289095952,WhiteBroken
-0.944901769,-0.725919224,-1.100601308,-1.036621732,1.161836313,-1.036621732,-0.351962938,0.622250602,-1.212449418,WhiteBroken
-1.09610913,-1.463234168,-0.209647279,-1.076357584,-2.399903575,-1.076357584,-0.701025781,0.475108711,-0.505083325,WhiteBroken
0.616090613,1.040421382,0.554506353,0.552812365,0.604837979,0.552812365,-0.437257069,0.334098953,-0.477697315,WhiteBroken
0.05808165,0.502939016,-0.506631955,-0.233074494,2.121190401,-0.233074494,-0.502753055,0.97159363,-1.003746864,WhiteBroken
0.200641291,0.502939016,-0.209647279,-0.012319758,1.349296307,-0.012319758,-0.539177371,0.811582945,-0.246270951,WhiteBroken
0.058081619,0.01139572,0.087337397,0.031831189,-0.229314169,0.031831189,-0.15444712,0.221883845,-0.314182021,WhiteBroken
0.544810812,0.502939016,0.681306749,0.605793502,-0.525303634,0.605793502,-0.914146106,1.106589382,-0.892033642,WhiteBroken
1.111467484,1.240253959,0.681306749,0.989906742,0.679796328,0.989906742,-0.677262012,0.631720087,-1.278646624,WhiteBroken
0.716895527,0.748710663,0.681306749,0.808887859,-0.123603646,0.808887859,-0.833264333,0.043964174,-1.700518859,WhiteBroken
0.939382729,0.994482311,0.681306749,0.989906742,0.278096341,0.989906742,-0.858252293,2.135100126,-1.700633406,WhiteBroken
-0.131024927,-0.381012794,0.384322073,-0.050390872,-1.479931839,-0.050390872,-0.650997287,0.850588983,0.292984022,WhiteBroken
-0.152179424,-0.210332023,-0.158333719,-0.391748727,-0.122636309,-0.391748727,-0.31875365,0.768921855,1.085244567,WhiteBroken
-0.028881886,-0.630915058,0.681306749,0.140769527,-2.378524584,0.140769527,-0.584018224,0.998259174,0.855018178,WhiteBroken
-1.393917303,-1.630524113,-0.803616631,-1.315690654,-1.587150291,-1.315690654,0.785129655,-0.107803655,0.614572036,WhiteBroken
0.689748844,0.9552299,0.243439727,0.554950391,1.119064547,0.554950391,0.323795996,0.448041071,0.731685194,WhiteBroken
0.166641705,0.118791734,0.384322073,0.236349726,-0.622184219,0.236349726,0.079110247,0.680554493,-0.121355263,WhiteBroken
-1.836035949,-2.380230904,-1.100601308,-1.675254261,-2.623595332,-1.675254261,-0.093049361,0.544992422,0.169567408,WhiteBroken
0.238867686,0.73367599,0.079516591,0.163526717,1.093311021,0.163526717,-0.565918597,0.237524172,-0.315828625,WhiteBroken
-0.654132076,-0.613285955,-0.637158157,-0.860546847,0.176440027,-0.860546847,0.166081974,-0.727623366,2.211295436,WhiteBroken
0.31985622,0.618596262,-0.209647279,0.08615227,1.569837477,0.08615227,-0.116171849,0.291159501,0.611787537,WhiteBroken
0.864117887,1.118400789,0.087337397,0.582259019,1.770480195,0.582259019,-0.268340323,0.989556167,0.154052415,WhiteBroken
0.566451275,0.618596262,0.384322073,0.595913334,0.235563401,0.595913334,-0.91667676,0.934525538,-0.680944548,WhiteBroken
-0.994107691,-0.880817321,-1.100601308,-1.001641428,0.807395148,-1.001641428,-0.30680781,-0.059306787,0.772105381,WhiteBroken
0.566451275,0.618596262,0.384322073,0.623221962,0.235563401,0.623221962,0.065653853,1.403997799,0.864510847,WhiteBroken
0.617522811,1.118400789,-0.209647279,0.454818754,2.522890388,0.454818754,-0.86114221,-0.011676306,-1.26248257,WhiteBroken
-0.50091754,-0.846844703,0.079516591,-0.564703373,-1.765847712,-0.564703373,-0.194983276,0.472937407,-0.212577487,WhiteBroken
0.145487157,-0.13111053,0.384322073,0.168078155,-1.051058029,0.168078155,-0.447779892,0.802836107,0.088384175,WhiteBroken
-0.058798894,-0.063997393,0.222488131,-0.095905252,-0.632343058,-0.095905252,-0.533311321,1.136672347,-0.09284394,WhiteBroken
