PerimeterDimA,,DimB,Roundness,AspectRatio,Area,MeanH,MeanS,MeanV,SeedType
0.073261124,-0.13111053,0.087337397,0.095255146,-0.486750384,0.095255146,-1.032910503,0.616254745,-0.354710302,WhiteBroken
0.51537976,0.618596262,0.384322073,0.473024506,0.235563401,0.473024506,-1.180111768,0.630959202,-0.375405372,WhiteBroken
0.494225253,0.618596262,0.087337397,0.468473068,0.867587963,0.468473068,-0.662129416,1.062243894,-0.330656173,WhiteBroken
1.459451068,1.118400789,1.572260777,1.802044421,-1.051058029,1.802044421,-1.841372337,1.189818942,-0.844709695,WhiteBroken
0.12433266,-0.880817321,0.681306749,-0.182382576,-2.786975831,-0.182382576,-1.242505991,0.668776528,-1.074419451,WhiteBroken
0.494225263,0.618596262,0.087337397,0.304621297,0.867587963,0.304621297,-0.863341595,1.173126427,0.566964187,WhiteBroken
-0.203250929,-0.381012794,0.087337397,-0.105008128,-0.9381965,-0.105008128,-0.672229911,1.028316872,-0.943157003,WhiteBroken
0.362165234,-1.077439564,2.424623929,0.350135678,-5.001211542,0.350135678,-1.391992122,1.583895214,-1.046166217,WhiteBroken
0.915189392,0.618596262,0.978291425,0.905411122,-0.856115388,0.905411122,-0.710086797,1.770292913,-0.911526315,WhiteBroken
0.42199922,0.368693998,0.087337397,0.295518421,0.416141848,0.295518421,-0.89037437,1.177566262,-1.100271769,WhiteBroken
-0.254322454,0.118791734,-0.506631955,-0.373542974,1.345589733,-0.373542974,-0.897505212,0.713472284,-1.16442149,WhiteBroken
0.145487178,0.618596262,-0.506631955,-0.095905252,2.35470458,-0.095905252,-0.427705375,0.8671029,-0.946359272,WhiteBroken
0.268784695,-0.13111053,0.681306749,0.381995745,-1.561622088,0.381995745,-0.701444898,0.726550448,-1.318118314,WhiteBroken
-1.453979384,-1.338265533,-1.397585984,-1.472666475,0.584477687,-1.472666475,-0.146947209,-1.276511619,0.279067644,WhiteSmall
-1.279191186,-1.338265533,-1.100601308,-1.327180596,-0.23934771,-1.327180596,-0.270001336,-1.892745021,0.331268386,WhiteSmall
-1.628767604,-1.590285613,-1.397585984,-1.618152355,-0.033391361,-1.618152355,1.304506899,-1.714306941,1.20375714,WhiteSmall
-1.556367955,-1.338265533,-1.69457066,-1.590873752,1.535045454,-1.590873752,-0.294999264,-0.589782178,0.552330799,WhiteSmall
-1.206791548,-1.183140085,-0.944929455,-1.345366331,-0.28580281,-1.345366331,1.195519308,-1.628198411,1.441592691,WhiteSmall
-2.050743628,-2.094325772,-1.69457066,-1.909124114,-0.461146856,-1.909124114,-1.198168288,1.0815639,0.046635215,WhiteSmall
-1.577573313,-1.590285613,-1.397585984,-1.486305776,-0.033391361,-1.486305776,-0.540322757,-0.345273218,0.390678374,WhiteSmall
-2.101937919,-2.094325772,-1.69457066,-1.86820621,-0.461146856,-1.86820621,0.980557264,-1.345054039,1.172528027,WhiteSmall
-1.628767614,-1.590285613,-1.397585984,-1.545409415,-0.033391361,-1.545409415,0.198702036,-1.383191118,0.815991426,WhiteSmall
-1.351590834,-1.590285613,-1.100601308,-1.272623391,-0.816025489,-1.272623391,0.91592422,-1.349524881,0.489708241,WhiteSmall
-1.402785115,-1.338265533,-1.397585984,-1.368098499,0.584477687,-1.368098499,0.810150365,-1.067564262,0.633496673,WhiteSmall
-2.050743639,-2.094325772,-1.69457066,-1.818195439,-0.461146856,-1.818195439,0.105191973,-1.420577494,0.312217405,WhiteSmall
-1.483968317,-1.530964103,-1.355373881,-1.645430957,-0.007404585,-1.645430957,0.762245127,-0.94189669,0.90600718,WhiteSmall
-1.87595543,-1.842305692,-1.69457066,-1.790916837,0.204250581,-1.790916837,3.373104025,-2.782895917,0.715026492,WhiteSmall
-0.980809069,-0.834225374,-1.100601308,-1.049848138,0.914007846,-1.049848138,0.963652007,-0.627162278,1.283473758,WhiteSmall
-1.083197661,-0.834225374,-1.100601308,-1.14986968,0.914007846,-1.14986968,0.80804761,-0.70953753,0.347370256,WhiteSmall
-1.803555802,-1.842305692,-1.397585984,-1.745452499,-0.651260409,-1.745452499,-0.27679448,-1.056817503,0.407699785,WhiteSmall
-1.351590834,-1.338265533,-1.397585984,-1.336273463,0.584477687,-1.336273463,-0.228099064,-0.372167509,0.204270457,WhiteSmall
-1.92714971,-2.094325772,-1.397585984,-1.749998933,-1.269129458,-1.749998933,-0.211911041,-1.330029735,-0.17053757,WhiteSmall
-2.523913944,-2.346345852,-2.288540012,-2.222828042,0.809157341,-2.222828042,-1.867719347,0.773399703,-0.876911009,WhiteSmall
-1.875955451,-1.842305692,-1.69457066,-1.690895294,0.204250581,-1.690895294,-0.685274169,1.454933272,0.13382104,WhiteSmall
-1.381579757,-1.338265533,-1.100601308,-1.409016403,-0.23934771,-1.409016403,0.200221575,-0.54599397,0.219614744,WhiteSmall
-2.050743639,-1.842305692,-1.991555336,-1.827288307,1.202346736,-1.827288307,-1.288243488,1.849851873,0.275864637,WhiteSmall
-1.679961863,-1.842305692,-1.100601308,-1.586327319,-1.392703267,-1.586327319,0.012891572,-0.550506039,-0.177961486,WhiteSmall
-1.411568689,-2.458154765,-0.095374611,-1.463573608,-4.453531476,-1.463573608,-0.350821679,-0.111063633,0.088873703,WhiteSmall
-1.381579767,-1.590285613,-0.803616631,-1.345366331,-1.500830351,-1.345366331,-1.001952951,-1.068306451,-0.050275416,WhiteSmall
-1.628767604,-1.590285613,-1.397585984,-1.56359515,-0.033391361,-1.56359515,-0.449361991,-0.303123276,-0.098236056,WhiteSmall
-1.402785125,-1.338265533,-1.397585984,-1.377191367,0.584477687,-1.377191367,-0.615209553,-0.041753952,-0.746068434,WhiteSmall
-1.402785104,-1.338265533,-1.397585984,-1.431748572,0.584477687,-1.431748572,-0.36335971,-1.101641907,0.065366838,WhiteSmall
-1.381579767,-1.338265533,-1.100601308,-1.318087728,-0.23934771,-1.318087728,0.344212131,-0.773912189,0.036692268,WhiteSmall
-1.402785104,-1.590285613,-1.100601308,-1.386284234,-0.816025489,-1.386284234,-1.154919309,0.129121741,-0.243425879,WhiteSmall
-1.330385477,-1.338265533,-1.100601308,-1.249891222,-0.23934771,-1.249891222,-1.169193199,-0.472084689,-0.700339117,WhiteSmall
-1.279191196,-1.338265533,-1.100601308,-1.208973318,-0.23934771,-1.208973318,0.488362025,-1.338777811,0.132268206,WhiteSmall
-1.330385487,-1.086245454,-1.397585984,-1.295355559,1.202346736,-1.295355559,0.057345411,-0.841360779,-0.731662139,WhiteSmall
-1.577573313,-1.590285613,-1.397585984,-1.459027174,-0.033391361,-1.459027174,-0.299220348,-0.880270979,-0.992567628,WhiteSmall
-1.577573313,-1.590285613,-1.397585984,-1.459027174,-0.033391361,-1.459027174,-0.481273219,-0.475609225,-1.022552394,WhiteSmall
-1.279191228,-1.338265533,-1.100601308,-1.163508981,-0.23934771,-1.163508981,0.133640105,-0.434560411,-0.791764101,WhiteSmall
-0.376897269,-0.13111053,-0.563359365,-0.445469973,0.984372487,-0.445469973,-0.465886266,-1.898647435,-1.354667363,WhiteDarker
0.80409984,0.868498525,0.611231713,0.833713049,0.206786154,0.833713049,-2.234795246,-2.344412034,-1.351296117,WhiteDarker
-0.030991219,-0.13111053,0.023936174,-0.114492548,-0.358498647,-0.114492548,-1.036756548,-1.845885266,-1.598606659,WhiteDarker
-0.845099564,-0.880817321,-0.563359365,-0.861428089,-0.546500605,-0.861428089,-0.997118504,-2.827296527,-1.725575379,WhiteDarker
-0.448536744,-0.381012794,-0.563359365,-0.508087324,0.474081456,-0.508087324,-1.226575279,-1.727311511,-1.250958043,WhiteDarker
-0.305257775,-0.111150234,-0.261560997,-0.490196652,0.295519014,-0.490196652,-0.255838184,-3.000634234,-1.880608443,WhiteDarker
-0.621489789,-0.630915058,-0.563359365,-0.624376689,-0.036209575,-0.624376689,-0.861107015,-1.683600341,-1.213558957,WhiteDarker
-1.110674799,-0.880817321,-1.444302674,-1.170042174,1.859157111,-1.170042174,-0.788272412,-3.843749803,-2.385532397,WhiteDarker
-0.67214657,-0.630915058,-0.563359365,-0.682521372,-0.036209575,-0.682521372,-1.079084516,-1.876231491,-1.163301854,WhiteDarker
-0.866082279,-0.880817321,-0.857007135,-0.9016821,0.155149562,-0.9016821,-0.737941511,-0.951675464,-0.614577691,WhiteDarker
-0.743786034,-0.630915058,-0.857007135,-0.780920066,0.697333782,-0.780920066,0.271494301,-2.896120632,-1.883252465,WhiteDarker
-0.845099575,-0.880817321,-0.563359365,-0.825646745,-0.546500605,-0.825646745,-0.109653099,-2.594758562,-1.4695448,WhiteDarker
-0.499193524,-0.381012794,-0.563359365,-0.548341335,0.474081456,-0.548341335,-1.089260501,-0.690148918,-1.257128828,WhiteDarker
-0.67214656,-0.630915058,-0.563359365,-0.807756074,-0.036209575,-0.807756074,-0.160625213,-1.980959345,-1.167248204,WhiteDarker
-0.600507055,-0.630915058,-0.269711596,-0.718302715,-0.688248114,-0.718302715,-1.851543116,-0.794001415,-1.494140805,WhiteDarker
-1.781504196,-1.880426377,-1.444302674,-1.773852342,-0.619399324,-1.773852342,-4.65709886,-3.190554089,-2.342664815,WhiteDarker
-1.283627824,-1.130719585,-1.444302674,-1.232659525,1.239518002,-1.232659525,-1.012256608,-1.077614346,-0.744384535,WhiteDarker
-0.866082299,-0.880817321,-0.857007135,-0.937463443,0.155149562,-0.937463443,-0.802731556,-0.566732452,-0.179581953,WhiteDarker
-0.448536744,-0.630915058,-0.269711596,-0.400743294,-0.688248114,-0.400743294,-2.164638643,0.06514413,-1.115144006,WhiteDarker
-0.448536764,-0.381012794,-0.563359365,-0.534923331,0.474081456,-0.534923331,-1.274521959,-0.069311353,-1.390691554,WhiteDarker
0.977052876,1.368303053,0.317583943,0.985783758,1.673265378,0.985783758,-0.92292,-0.913621335,-1.409368933,WhiteDarker
-1.334284584,-1.130719585,-1.444302674,-1.353421559,1.239518002,-1.353421559,-1.485151531,-0.709370025,-1.451662199,WhiteDarker
-0.570832999,-0.630915058,-0.563359365,-0.628849357,-0.036209575,-0.628849357,-0.746727206,-0.088437689,-1.360250804,WhiteDarker
-1.26264512,-1.380621849,-0.857007135,-1.219241521,-0.929218878,-1.219241521,-0.455152158,-1.013108861,-1.215575725,WhiteDarker
-1.334284604,-1.380621849,-1.150654905,-1.219241521,-0.206306585,-1.219241521,-1.156597005,-0.50695179,-1.220266708,WhiteDarker
-0.988378554,-1.130719585,-0.857007135,-0.968772118,-0.387034658,-0.968772118,0.32400552,-1.514334607,-1.498231527,WhiteDarker
-0.520176259,-0.630915058,-0.563359365,-0.481251316,-0.036209575,-0.481251316,0.977496415,-2.856905399,-1.456698624,WhiteDarker
0.091305036,0.118791734,0.023936174,0.140449523,0.098077539,0.140449523,-1.105248084,-0.895633533,-1.974101347,WhiteDarker
-0.448536754,-0.920719299,0.016203242,-0.633322025,-1.787288792,-0.633322025,-0.924098794,-0.513759338,-2.186159722,WhiteDarker
-1.140348855,-1.130719585,-0.857007135,-1.152151503,-0.387034658,-1.152151503,-0.895198028,-1.074442059,-2.396657489,WhiteDarker
-0.845099575,-0.880817321,-0.563359365,-0.843537417,-0.546500605,-0.843537417,-0.742181303,-1.444943697,-2.259758876,WhiteDarker
-0.96739585,-0.880817321,-0.857007135,-0.937463443,0.155149562,-0.937463443,-0.005987039,-1.193886606,-1.102755342,WhiteDarker
-0.916739059,-0.880817321,-0.857007135,-0.888264096,0.155149562,-0.888264096,0.524990981,-1.391002124,-1.860416414,WhiteDarker
-0.417279076,-0.381012794,-0.269711596,-0.470923475,-0.206306585,-0.470923475,-1.848814523,0.104905654,-0.202275993,WhiteDarker
-0.958030347,-0.880817321,-0.857007135,-1.029436402,0.155149562,-1.029436402,-0.339204637,-1.279418863,-0.093831391,WhiteDarker
-0.611541532,-0.381012794,-0.857007135,-0.680924336,1.239518002,-0.680924336,-1.952051035,-0.713980835,-0.804535316,WhiteDarker
-1.427021431,-1.630524113,-0.857007135,-1.364544159,-1.471403098,-1.364544159,-0.283146497,-1.821305919,-1.337731881,WhiteDarker
-1.498781629,-1.380621849,-1.444302674,-1.489651054,0.619878893,-1.489651054,-1.059354784,-1.6465342,-1.208433345,WhiteDarker
-1.498781608,-1.630524113,-1.150654905,-1.400288986,-0.78463642,-1.400288986,0.611178149,-1.543997919,-0.501491237,WhiteDarker
-1.376279308,-1.630524113,-0.857007135,-1.252841573,-1.471403098,-1.252841573,-0.218285572,-1.882252615,-1.650374758,WhiteDarker
-0.958030347,-0.880817321,-0.857007135,-0.993691575,0.155149562,-0.993691575,-2.030505238,-0.462271591,-1.456153336,WhiteDarker
-1.274795093,-1.380621849,-1.150654905,-1.270713987,-0.206306585,-1.270713987,-1.241798542,-0.934408278,-0.907467311,WhiteDarker
-1.325537226,-1.630524113,-0.857007135,-1.221564849,-1.471403098,-1.221564849,-0.659998883,-0.351805886,-0.378078834,WhiteDarker
-0.979048411,-1.130719585,-0.857007135,-0.980287265,-0.387034658,-0.980287265,-1.27819169,0.035632937,-0.880857221,WhiteDarker
-0.489039243,-0.630915058,-0.269711596,-0.640711405,-0.688248114,-0.640711405,-0.307499105,-0.357958064,-0.029175255,WhiteDarker
-0.784785945,-0.630915058,-0.857007135,-0.850712266,0.697333782,-0.850712266,-1.678291612,-1.121913057,-1.970434565,WhiteDarker
-1.00877247,-0.880817321,-0.857007135,-1.069649333,0.155149562,-1.069649333,-1.736582229,0.246211992,-0.510871191,WhiteDarker
-1.203034947,-1.380621849,-0.857007135,-1.136670884,-0.929218878,-1.136670884,-2.497667037,-1.107170434,-1.792285001,WhiteDarker
-0.835528068,-0.630915058,-0.857007135,-0.864116576,0.697333782,-0.864116576,-1.337495133,-0.846193859,-1.449844012,WhiteDarker
0.051712018,-0.13111053,0.317583943,0.03397221,-0.929218878,0.03397221,-2.975199522,0.114296847,-1.201667889,WhiteDarker
-0.244034674,-0.13111053,-0.269711596,-0.34581658,0.275634944,-0.34581658,-0.663417026,-0.088891916,0.093886481,WhiteDarker
0.938952094,1.118400789,0.611231713,1.09291272,0.619878893,1.09291272,-1.26956858,0.258740758,-1.207157449,WhiteDarker
-0.835528058,-0.880817321,-0.563359365,-0.90879761,-0.546500605,-0.90879761,-1.421630956,0.048577965,-0.714195878,WhiteDarker
-0.417279066,-0.381012794,-0.269711596,-0.453051062,-0.206306585,-0.453051062,-1.887477306,0.60446718,-1.293438482,WhiteDarker
-1.13127475,-1.130719585,-0.857007135,-1.127734678,-0.387034658,-1.127734678,-2.026109809,-0.999594087,-2.258162513,WhiteDarker
-0.539781366,-0.381012794,-0.563359365,-0.564753647,0.474081456,-0.564753647,-0.973450511,-0.974159068,-1.084615405,WhiteDarker
-1.845270413,-1.630524113,-1.737950444,-1.766673466,0.905866174,-1.766673466,-1.762366985,-1.624889891,-2.3210497,WhiteDarker
-0.611541543,-0.630915058,-0.563359365,-0.600498475,-0.036209575,-0.600498475,-2.029840323,0.950537665,-1.16825053,WhiteDarker
0.174214318,0.118791734,0.317583943,0.16354721,-0.495471502,0.16354721,-1.609630945,-0.39665917,-2.219255983,WhiteDarker
