perimeter,dimA,dimB,Roundness,AspectRatio,area,meanH,meanS,meanV,SeedType
16.555293109164452,5.2991452991453,5.057471264367816,268.1030239514062,1.047785547785548,21.334960759875553,26.323024054982817,87.37972508591065,52.75945017182131,Black_Pure
15.707963207375636,5.128205128205129,4.8275862068965525,238.67104991984039,1.0622710622710623,18.992838683837554,13.796153846153846,92.22307692307692,49.71730769230769,Black_Pure
16.771768183475864,5.2991452991453,5.057471264367816,274.0388842602934,1.047785547785548,21.807321514706747,27.036974789915966,111.36806722689076,54.549579831932775,Black_Pure
16.96967266409045,5.368991034030568,5.101687591074057,269.8343165414983,1.052395102245027,21.472732646701317,20.43003412969283,106.41296928327645,58.99829351535836,Black_Pure
15.140512665591155,4.786324786324786,4.597701149425288,226.05734676345506,1.0410256410256409,17.98907207982127,12.894736842105264,96.54453441295547,56.82388663967611,Black_Pure
17.447456350522714,5.4980588157522705,5.274847772682191,284.9212948265867,1.0423161108508312,22.673316231897267,37.545307443365694,96.20064724919094,48.00809061488673,Black_Pure
16.40222201217264,5.2991452991453,4.8275862068965525,268.5976789771468,1.0976800976800976,21.374324156111488,12.09433962264151,106.5368782161235,56.55917667238422,Black_Pure
15.618296374050082,4.957264957264957,4.597701149425288,229.27260443076898,1.0782051282051281,18.244934155354834,15.870517928286853,77.37649402390439,52.603585657370516,Black_Pure
15.771367338881898,4.615384615384616,5.287356321839081,251.0374255633554,0.8729096989966556,19.976923589735872,25.54945054945055,85.50366300366301,53.50732600732601,Black_Pure
16.555292999031124,5.47008547008547,4.8275862068965525,263.15647369400017,1.1330891330891328,20.941326797516226,13.117132867132867,108.21853146853147,60.89685314685315,Black_Pure
17.1227436068956,5.062253981183196,5.86094196964688,285.66327736519753,0.8637270267134544,22.732361326251166,31.210355987055017,103.37378640776699,54.47249190938511,Black_Pure
16.92483919236101,5.381901364591852,5.027339707730814,269.586989028628,1.0705266955236403,21.453050948583353,12.443686006825939,104.6382252559727,57.61433447098976,Black_Pure
16.555292977004456,5.641025641025641,4.597701149425288,261.1778535910378,1.2269230769230768,20.783873212572495,21.454225352112676,64.62323943661971,45.725352112676056,Black_Pure
17.23098123215797,5.721390759377628,5.213122055378652,285.9106048780679,1.0974979481776315,22.752043024369133,17.190630048465266,119.22455573505654,63.16155088852989,Black_Pure
17.2309812762113,5.2991452991453,5.74712643678161,305.69680590769195,0.9220512820512821,24.326578873806444,12.623672230652504,108.08649468892261,55.710166919575116,Black_Pure
16.49188893360486,5.2297636036849084,5.140386155171931,257.7152684108536,1.017387302396154,20.508329438920967,18.34642857142857,63.19285714285714,49.04821428571429,Black_Pure
15.33841710215241,5.062253981183196,4.688753575717503,220.8634689931787,1.079658783391818,17.575756419343975,16.950310559006212,47.869565217391305,48.43892339544514,Black_Pure
15.861034282340778,5.016591654984339,5.213122055378652,241.1443250485434,0.9623008250513638,19.18965566501722,28.29904761904762,102.43238095238095,54.205714285714286,Black_Pure
16.447055483902083,5.47008547008547,4.8275862068965525,262.90914618112987,1.1330891330891328,20.92164509939826,12.185639229422067,94.78809106830123,56.017513134851136,Black_Pure
16.708364140076263,5.641025641025641,4.8275862068965525,260.1885435395566,1.1684981684981683,20.70514642010063,21.964664310954063,98.97349823321555,57.56890459363957,Black_Pure
17.059339497416005,5.641025641025641,5.057471264367816,267.85569643853586,1.1153846153846154,21.315279061757586,16.881239242685027,91.5869191049914,52.70051635111876,Black_Pure
16.18574693786123,5.2991452991453,4.8275862068965525,248.31682292178212,1.0976800976800976,19.760424910438243,13.918669131238447,79.92421441774492,52.47504621072089,Black_Pure
16.81660156709864,5.47008547008547,5.057471264367816,281.70603715927274,1.0815850815850816,22.417454156363704,15.857377049180329,99.00819672131148,55.99016393442623,Black_Pure
16.708364118049598,5.2991452991453,5.287356321839081,273.54422923455286,1.0022296544035676,21.767958118470816,12.777403035413153,112.06070826306915,62.54974704890388,Black_Pure
16.861435082881414,5.1989423335882226,5.820224782148122,287.3945699552896,0.8932545611527744,22.87013321307693,13.552334943639291,102.31400966183575,54.90499194847021,Black_Pure
16.969672642063784,5.43323592318387,5.197893818204604,273.2969017216825,1.0452764356507296,21.74827642035285,36.249578414839796,93.0370994940978,49.68802698145025,Black_Pure
16.510459615408344,5.128205128205129,5.057471264367816,271.8129366444607,1.013986013986014,21.630186231645048,13.613559322033899,93.05084745762711,56.62542372881356,Black_Pure
17.645360875190633,5.297766570021106,5.9615183815585935,304.95482336908105,0.8886606114323589,24.267533779452545,20.872340425531913,103.79635258358662,59.58054711246201,Black_Pure
16.491889043738183,5.47008547008547,5.057471264367816,274.53353928603406,1.0815850815850816,21.84668491094268,18.473063973063972,97.61279461279462,52.22727272727273,Black_Pure
18.14171511126639,5.641025641025641,5.287356321839081,301.98689321463746,1.0668896321070234,24.03135340203695,35.23358778625954,93.61526717557251,44.20458015267175,Black_Pure
16.816601589125305,5.2991452991453,5.287356321839081,282.20069218501334,1.0022296544035676,22.456817552599638,25.659574468085108,91.05400981996726,49.88707037643208,Black_Pure
16.077509356652193,5.128205128205129,5.057471264367816,257.4679408979833,1.013986013986014,20.488647740803,30.44901610017889,83.49194991055457,47.74597495527728,Black_Pure
16.1223427843283,4.472299299812352,6.014471472161439,256.7259583593724,0.7435897435897436,20.4296026464491,26.861759425493716,79.3536804308797,48.24955116696589,Black_Pure
17.294385341637565,5.47008547008547,5.287356321839081,296.7930154443611,1.0345596432552955,23.618037741559654,27.67133956386293,92.03738317757009,49.47040498442367,Black_Pure
